Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Omp_simplified,Bla_carb,Bla_carb_simplified
EuSCAPE_TR010,ST14,ST14,CG14/15,OXA,32,Functional,Functional,Sensitive,-,OmpK36GD,OmpK36GD,OXA-232,OXA mut
EuSCAPE_BE047,ST101,ST101,CG43,OXA,2,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_ES283,ST101,ST101,CG43,OXA,8,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES254,ST104,other,other,OXA,0.5,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES251,ST104,other,other,OXA,32,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES253,ST104,other,other,OXA,32,Functional,Non-functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES263,ST104,other,other,OXA,0.06,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR245,ST107,other,other,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR244,ST107,other,other,OXA,4,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES279,ST11,ST11,CG258,OXA,0.25,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES047,ST11,ST11,CG258,OXA,0.5,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES084,ST11,ST11,CG258,OXA,0.5,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_GR031,ST11,ST11,CG258,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_BE111,ST11,ST11,CG258,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_AT011,ST11,ST11,CG258,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_MT002,ST11,ST11,CG258,OXA,2,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_MT005,ST11,ST11,CG258,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_MT009,ST11,ST11,CG258,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_MT011,ST11,ST11,CG258,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_MT013,ST11,ST11,CG258,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_MT016,ST11,ST11,CG258,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_BE100,ST11,ST11,CG258,OXA,2,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_ES075,ST11,ST11,CG258,OXA,0.5,Functional,Functional,Resistant,MgrB-83%,-,-,OXA-48,OXA wt
EuSCAPE_ES082,ST11,ST11,CG258,OXA,0.5,Functional,Functional,Resistant,MgrB-83%,-,-,OXA-48,OXA wt
EuSCAPE_TR180,ST13,ST13,other,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_DE078,ST1307,other,other,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_IE009,ST133,ST133,CG133,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_IE002,ST133,ST133,CG133,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_DE005,ST14,ST14,CG14/15,OXA,2,Functional,Functional,Resistant,MgrB-49%,-,-,OXA-48,OXA wt
EuSCAPE_ES261,ST147,ST147,CG147,OXA,0.5,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_BE105,ST147,ST147,CG147,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR027,ST147,ST147,CG147,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR026,ST147,ST147,CG147,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR046,ST147,ST147,CG147,OXA,2,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR049,ST147,ST147,CG147,OXA,2,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR058,ST147,ST147,CG147,OXA,32,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_DE017,ST15,ST15,CG14/15,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES252,ST15,ST15,CG14/15,OXA,1,Functional,Functional,Resistant,-,-,-,OXA-48,OXA wt
EuSCAPE_ES262,ST15,ST15,CG14/15,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES269,ST15,ST15,CG14/15,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES172,ST15,ST15,CG14/15,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_CY006,ST15,ST15,CG14/15,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_ES150,ST15,ST15,CG14/15,OXA,32,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES270,ST15,ST15,CG14/15,OXA,0.06,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR117,ST16,ST16,CG17/20,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES249,ST16,ST16,CG17/20,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR106,ST16,ST16,CG17/20,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR043,ST1731,other,other,OXA,2,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR181,ST20,ST20,CG17/20,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR040,ST20,ST20,CG17/20,OXA,4,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_FR036,ST218,other,hv,OXA,0.06,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR229,ST23,ST23,hv,OXA,1,Functional,Functional,Resistant,-,-,-,OXA-48,OXA wt
EuSCAPE_UK013,ST2333,other,other,OXA,2,Functional,Functional,Resistant,-,-,-,OXA-48,OXA wt
EuSCAPE_TR048,ST2442,other,other,OXA,2,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR154,ST2673,other,other,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_BE107,ST268,other,other,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR227,ST281,other,other,OXA,2,Functional,Functional,Resistant,-,-,-,OXA-48,OXA wt
EuSCAPE_TR059,ST294,other,other,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR054,ST294,other,other,OXA,4,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR062,ST294,other,other,OXA,4,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_DE012,ST307,ST307,CG307,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_FR040,ST307,ST307,CG307,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_FR014,ST307,ST307,CG307,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_FR044,ST307,ST307,CG307,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_MT003,ST307,ST307,CG307,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES149,ST307,ST307,CG307,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR125,ST307,ST307,CG307,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_FR070,ST307,ST307,CG307,OXA,4,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR274,ST307,ST307,CG307,OXA,16,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_FR041,ST307,ST307,CG307,OXA,0.06,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES248,ST326,other,other,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_UK026,ST336,ST336,CG17/20,OXA,4,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_RS093,ST340,ST340,CG258,OXA,0.5,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_HR053,ST340,ST340,CG258,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR183,ST35,ST35,CG35,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR070,ST35,ST35,CG35,OXA,0.06,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_FR011,ST3648,other,other,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_MT001,ST37,ST37,CG37,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR007,ST37,ST37,CG37,OXA,4,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR163,ST37,ST37,CG37,OXA,4,Functional,Functional,Unknown,MgrB-53%,-,-,OXA-48,OXA wt
EuSCAPE_DE043,ST377,other,other,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR029,ST377,other,other,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_LU005,ST392,ST392,CG147,OXA,0.5,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR161,ST392,ST392,CG147,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR056,ST392,ST392,CG147,OXA,32,Functional,Functional,Resistant,MgrB-49%,-,-,OXA-48,OXA wt
EuSCAPE_BE080,ST405,ST405,ST405,OXA,0.25,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_ES285,ST405,ST405,ST405,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR139,ST405,ST405,ST405,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_FR028,ST405,ST405,ST405,OXA,2,Functional,Functional,Resistant,-,-,-,OXA-48,OXA wt
EuSCAPE_BE099,ST405,ST405,ST405,OXA,2,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_BE110,ST405,ST405,ST405,OXA,2,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_ES104,ST405,ST405,ST405,OXA,4,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR088,ST405,ST405,ST405,OXA,4,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_BE074,ST405,ST405,ST405,OXA,16,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_ES081,ST45,ST45,CG45,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_FR007,ST45,ST45,CG45,OXA,8,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR121,ST45,ST45,CG45,OXA,32,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_DE032,ST45,ST45,CG45,OXA,1,Functional,Functional,Resistant,MgrB-0%,-,-,OXA-48,OXA wt
EuSCAPE_CZ022,ST461,other,other,OXA,0.5,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR098,ST48,other,other,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_TR189,ST530,other,other,OXA,0.5,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_DE075,ST530,other,other,OXA,1,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_ES069,ST661,other,other,OXA,2,Functional,Functional,Sensitive,-,-,-,OXA-48,OXA wt
EuSCAPE_BE078,ST788,other,other,OXA,4,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_BE081,ST788,other,other,OXA,4,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_TR188,ST831,other,other,OXA,1,Functional,Functional,Unknown,-,-,-,OXA-48,OXA wt
EuSCAPE_BE088,ST405,ST405,ST405,OXA,2,Non-functional,Functional,Unknown,-,OmpK35-0%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_RO118,ST101,ST101,CG43,OXA,1,Non-functional,Functional,Resistant,-,OmpK35-17%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_AT031,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Sensitive,-,OmpK35-17%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR055,ST101,ST101,CG43,OXA,0.12,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO122,ST101,ST101,CG43,OXA,1,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR280,ST101,ST101,CG43,OXA,4,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO111,ST101,ST101,CG43,OXA,8,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_FR003,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO105,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO084,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO014,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS086,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS092,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO107,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_BE053,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR290,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO113,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO010,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO061,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO082,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO089,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO099,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO026,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO115,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS027,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS042,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO119,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS085,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS088,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS108,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR001,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR004,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR057,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR186,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR230,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR276,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO012,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO067,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO095,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS026,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS043,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR044,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR052,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR277,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RS016,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_GR125,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_DE010,ST101,ST101,CG43,OXA,16,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR207,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR224,ST101,ST101,CG43,OXA,32,Non-functional,Functional,Unknown,MgrB-87%,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_TR266,ST45,ST45,CG45,OXA,2,Non-functional,Functional,Unknown,-,OmpK35-21%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_DE013,ST17,ST17,CG17/20,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-27%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_DE069,ST11,ST11,CG258,OXA,0.5,Non-functional,Functional,Unknown,-,OmpK35-37%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_DE067,ST11,ST11,CG258,OXA,1,Non-functional,Functional,Sensitive,-,OmpK35-37%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES068,ST11,ST11,CG258,OXA,2,Non-functional,Functional,Sensitive,-,OmpK35-39%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES083,ST15,ST15,CG14/15,OXA,1,Non-functional,Functional,Sensitive,-,OmpK35-4%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES054,ST15,ST15,CG14/15,OXA,2,Non-functional,Functional,Sensitive,-,OmpK35-4%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES062,ST15,ST15,CG14/15,OXA,2,Non-functional,Functional,Sensitive,-,OmpK35-4%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES078,ST15,ST15,CG14/15,OXA,16,Non-functional,Functional,Sensitive,-,OmpK35-4%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES079,ST15,ST15,CG14/15,OXA,16,Non-functional,Functional,Sensitive,-,OmpK35-4%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES202,ST15,ST15,CG14/15,OXA,16,Non-functional,Functional,Sensitive,-,OmpK35-4%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES053,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-4%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_ES055,ST15,ST15,CG14/15,OXA,32,Non-functional,Non-functional,Sensitive,-,OmpK35-4%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_BE109,ST416,other,other,OXA,2,Non-functional,Functional,Unknown,-,OmpK35-4%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR156,ST17,ST17,CG17/20,OXA,1,Non-functional,Functional,Sensitive,-,OmpK35-45%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR158,ST17,ST17,CG17/20,OXA,1,Non-functional,Functional,Unknown,-,OmpK35-45%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR228,ST15,ST15,CG14/15,OXA,16,Non-functional,Functional,Unknown,-,OmpK35-49%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR240,ST15,ST15,CG14/15,OXA,16,Non-functional,Functional,Unknown,-,OmpK35-49%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR241,ST15,ST15,CG14/15,OXA,16,Non-functional,Functional,Sensitive,-,OmpK35-49%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR232,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-49%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_TR236,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-49%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_RO109,ST15,ST15,CG14/15,OXA,0.5,Non-functional,Functional,Resistant,-,OmpK35-59%,OmpK35-trunc,OXA-48,OXA mut
EuSCAPE_RO069,ST15,ST15,CG14/15,OXA,16,Non-functional,Functional,Resistant,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO051,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO078,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO080,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO018,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO033,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_BE076,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Unknown,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO064,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO065,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Sensitive,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
EuSCAPE_RO016,ST15,ST15,CG14/15,OXA,32,Non-functional,Functional,Resistant,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,OXA-48,OXA mut
