Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Omp_simplified,Bla_carb,Bla_carb_simplified
EuSCAPE_UK105,ST3682,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK082,ST3682,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK084,ST3683,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_AT024,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_FR051,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_FR073,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_FR078,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_DE079,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_DE084,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IL050,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT103,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT307,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT348,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES243,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_GR005,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK121,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_LU009,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK100,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_RO017,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_RO021,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR102,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR032,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR055,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR064,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR099,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR199,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT163,ST380,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_GR077,ST383,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_AT003,ST3863,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_BE039,ST3864,other,other,-,0.12,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IL014,ST3865,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT035,ST3866,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT157,ST3867,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_MT004,ST3868,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_SC024,ST3869,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IL010,ST3897,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT371,ST3898,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_NO016,ST39,ST39,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT045,ST39,ST39,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IL045,ST39,ST39,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE063,ST39,ST39,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_PL023,ST392,ST392,CG147,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IL085,ST392,ST392,CG147,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_ES234,ST392,ST392,CG147,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_EE016,ST3927,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR006,ST3928,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IE014,ST3930,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT159,ST3931,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT191,ST3932,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT309,ST3933,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_SI024,ST3937,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR218,ST3938,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR259,ST3939,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IL068,ST4,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE122,ST4,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE018,ST405,ST405,ST405,-,0.12,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_ES102,ST405,ST405,ST405,-,0.5,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_CZ030,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_CZ028,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_CZ029,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_FR039,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_FR047,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_LT006,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT027,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT016,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT247,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT185,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT383,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT327,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES271,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES228,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_UK104,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR069,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE010,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE011,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE014,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE015,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE016,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE019,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE038,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE102,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR075,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR077,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT081,ST416,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT375,ST416,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_BE033,ST416,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_PL015,ST42,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES209,ST42,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES191,ST42,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_RO086,ST42,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR176,ST420,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_LU010,ST427,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_LU013,ST427,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_LU020,ST427,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT219,ST432,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT331,ST433,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES290,ST433,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_HR107,ST437,ST437,CG258,-,0.12,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR046,ST437,ST437,CG258,-,0.12,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR071,ST437,ST437,CG258,-,0.25,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR076,ST437,ST437,CG258,-,0.25,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_RS029,ST437,ST437,CG258,-,1,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_HR042,ST437,ST437,CG258,-,1,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_SI004,ST437,ST437,CG258,-,2,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_HR003,ST437,ST437,CG258,-,2,Functional,Non-functional,Unknown,-,-,-,-,wt
EuSCAPE_LT007,ST437,ST437,CG258,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_HR108,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR103,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR024,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR065,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_RS031,ST437,ST437,CG258,-,32,Functional,Functional,Resistant,MgrB-0%,-,-,-,wt
EuSCAPE_IT165,ST449,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES212,ST449,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_FR052,ST45,ST45,CG45,-,0.12,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_LU014,ST45,ST45,CG45,-,0.12,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR088,ST45,ST45,CG45,-,0.12,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK076,ST45,ST45,CG45,-,0.5,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT039,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT002,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT206,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT221,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT233,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT139,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT323,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT329,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES076,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES223,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES146,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_GR117,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_GR119,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_GR096,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK119,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_LU011,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR283,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_PL011,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR237,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR265,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE040,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,MgrB-81%,-,-,-,wt
EuSCAPE_ES258,ST453,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IL038,ST458-1LV,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_SK038,ST461,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT225,ST461,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_GR114,ST461,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT175,ST463,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT315,ST466,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES205,ST466,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT255,ST471,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT261,ST471,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IE043,ST48,other,other,-,0.12,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR014,ST48,other,other,-,2,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_DE088,ST48,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_ES200,ST48,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR281,ST48,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR058,ST485,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IE040,ST485,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE042,ST485,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR077,ST49,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_GR060,ST491,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IL025,ST496-1LV,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_SI006,ST5,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IE010,ST5,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_HR028,ST502,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_SC014,ST502,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR213,ST504,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_RO030,ST505,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT259,ST514,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_HR089,ST525,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_DE082,ST542,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_ES208,ST542,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR215,ST551,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_LU007,ST584,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_AT013,ST6,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_DE021,ST6,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_DE027,ST6,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_GR009,ST6,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_ES267,ST6,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES135,ST605,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_GR064,ST610,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES120,ST617,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR036,ST622,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_DE004,ST628,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT018,ST628,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT200,ST628,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_HR052,ST629,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR110,ST636,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_BE029,ST641,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IE013,ST643,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_ES218,ST65,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES222,ST65,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IE037,ST65,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK032,ST661,other,other,-,2,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_AT001,ST661,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_FR018,ST661,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT117,ST661,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_ES141,ST661,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_BE085,ST70,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_BE090,ST70,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_PL014,ST704,other,other,-,2,Functional,Non-functional,Resistant,-,-,-,-,wt
EuSCAPE_IT111,ST713,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT387,ST719,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR011,ST750,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_GR080,ST76,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_GR142,ST774,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_FR029,ST791,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES275,ST792,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_RO097,ST8,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_DE083,ST831,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT291,ST86,ST86,hv,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_GR047,ST86,ST86,hv,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_RS109,ST86,ST86,hv,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_DE009,ST867,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_GR145,ST870,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_HR100,ST870,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_SC022,ST873,other,other,-,0.12,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_LT010,ST873,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK086,ST873,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT223,ST881,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT321,ST881,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_GR112,ST882,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK001,ST882,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR133,ST882,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR308,ST882,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR272,ST882,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT367,ST889,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_BU020,ST889,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT095,ST896,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_FR017,ST902,other,other,-,0.12,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_FR045,ST902,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_IT169,ST902,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_UK062,ST915,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ME019,ST920,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_UK106,ST922,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR195,ST940,other,other,-,0.12,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_ES214,ST942,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_UK123,ST968,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT133,ST985,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-,-,wt
EuSCAPE_TR151,ST985,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR285,ST985,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_TR270,ST985,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_EE015,ST995,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_RS110,ST999,other,other,-,0.06,Functional,Functional,Unknown,-,-,-,-,wt
EuSCAPE_IT207,ST15,ST15,CG14/15,-,0.06,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-0%,OmpK35-trunc,-,mut
EuSCAPE_RO062,ST525,other,other,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-0%,OmpK35-trunc,-,mut
EuSCAPE_HU001,ST525,other,other,-,2,Non-functional,Non-functional,Sensitive,-,OmpK35-0%;OmpK36-0%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_HU014,ST15,ST15,CG14/15,-,0.25,Non-functional,Non-functional,Resistant,MgrB-0%,OmpK35-0%;OmpK36-86%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_IT011,ST37,ST37,CG37,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-10%;OmpK36TD,OmpK35-trunc;OmpK36TD,-,mut
EuSCAPE_PL003,ST37,ST37,CG37,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-16%,OmpK35-trunc,-,mut
EuSCAPE_RO081,ST147,ST147,CG147,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-17%,OmpK35-trunc,-,mut
EuSCAPE_SK020,ST20,ST20,CG17/20,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-17%,OmpK35-trunc,-,mut
EuSCAPE_UK101,ST678,other,other,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-17%,OmpK35-trunc,-,mut
EuSCAPE_IL084,ST101,ST101,CG43,-,4,Non-functional,Non-functional,Resistant,MgrB-81%,OmpK35-17%;OmpK36-10%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_DE047,ST14,ST14,CG14/15,-,4,Non-functional,Non-functional,Sensitive,-,OmpK35-17%;OmpK36-28%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_DE023,ST14,ST14,CG14/15,-,8,Non-functional,Non-functional,Sensitive,-,OmpK35-17%;OmpK36-4%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_FR001,ST101,ST101,CG43,-,0.12,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_GR006,ST101,ST101,CG43,-,0.25,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_TR273,ST101,ST101,CG43,-,0.5,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
