Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Bla_carb
EuSCAPE_PL058,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_SK037,ST35,ST35,CG35,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_DE091,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IL067,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT167,ST35,ST35,CG35,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT369,ST35,ST35,CG35,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES206,ST35,ST35,CG35,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES235,ST35,ST35,CG35,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES256,ST35,ST35,CG35,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES292,ST35,ST35,CG35,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_GR015,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR129,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_LU015,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK049,ST35,ST35,CG35,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_HR015,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR160,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR013,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR178,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT115,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR170,ST35,ST35,CG35,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_FR080,ST3526,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES217,ST353,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_RS061,ST353,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR303,ST353,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK124,ST3531,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT012,ST357,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_MT010,ST36,ST36,CG36,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT065,ST36,ST36,CG36,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT006,ST36,ST36,CG36,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT239,ST36,ST36,CG36,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT275,ST36,ST36,CG36,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR097,ST36,ST36,CG36,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE027,ST36,ST36,CG36,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR081,ST36,ST36,CG36,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR211,ST36,ST36,CG36,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR239,ST36,ST36,CG36,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR243,ST36,ST36,CG36,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_RS096,ST360,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HU040,ST363,other,other,-,0.25,Functional,Non-functional,Unknown,-,OmpK36-20%,-
EuSCAPE_AT026,ST3634,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_AT030,ST3635,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_BE003,ST3636,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE024,ST3637,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE030,ST3638,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE048,ST3639,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE011,ST3640,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HU041,ST3640,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE046,ST3641,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE053,ST3642,other,other,-,0.25,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE081,ST3643,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_ES207,ST3645,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES232,ST3646,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES244,ST3647,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_FR013,ST3649,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_FR079,ST3650,other,other,-,0.06,Non-functional,Non-functional,Sensitive,-,OmpK35-59%;OmpK36-34%,-
EuSCAPE_GR115,ST3651,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR163,ST3652,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IL007,ST3653,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IL022,ST3653,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IL017,ST3654,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT025,ST3655,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT047,ST3656,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT119,ST3657,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT211,ST3658,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT217,ST3659,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT245,ST3660,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT350,ST3661,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT352,ST3661,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT373,ST3662,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT385,ST3663,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_LU004,ST3664,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_PL022,ST3665,other,other,-,0.12,Functional,Functional,Unknown,-,-,-
EuSCAPE_RO034,ST3667,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_RO043,ST3668,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_RO114,ST3669,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_RS050,ST3670,other,other,-,0.12,Functional,Functional,Unknown,-,-,-
EuSCAPE_RS083,ST3671,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_RS084,ST3671,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_SC033,ST3672,other,other,-,0.12,Functional,Functional,Sensitive,-,-,-
EuSCAPE_SI018,ST3673,other,other,-,2,Non-functional,Functional,Sensitive,-,OmpK35-66%,-
EuSCAPE_SK015,ST3674,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_SK045,ST3675,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR037,ST3676,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR065,ST3677,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR076,ST3678,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR080,ST3679,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR094,ST3680,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK044,ST3681,other,other,-,0.5,Non-functional,Functional,Sensitive,-,OmpK35-31%,-
EuSCAPE_UK105,ST3682,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK082,ST3682,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK084,ST3683,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_FR020,ST37,ST37,CG37,-,1,Non-functional,Non-functional,Sensitive,-,OmpK35-70%;OmpK36-85%,-
EuSCAPE_AT024,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_PL003,ST37,ST37,CG37,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-16%,-
EuSCAPE_FR051,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_FR073,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_FR078,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_DE079,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE084,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IL050,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT011,ST37,ST37,CG37,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-10%;OmpK36TD,-
EuSCAPE_IT103,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT307,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT348,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES243,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_GR005,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK121,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_LU009,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK100,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_RO017,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_RO021,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR102,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR032,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR055,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR064,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR099,ST37,ST37,CG37,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR199,ST37,ST37,CG37,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT163,ST380,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IL051,ST383,other,other,-,2,Non-functional,Non-functional,Resistant,-,OmpK35-48%;OmpK36-37%,-
EuSCAPE_BE106,ST383,other,other,-,32,Non-functional,Non-functional,Unknown,-,OmpK36-0%,-
EuSCAPE_GR077,ST383,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_AT003,ST3863,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_BE039,ST3864,other,other,-,0.12,Functional,Functional,Unknown,-,-,-
EuSCAPE_IL014,ST3865,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT035,ST3866,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT157,ST3867,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_MT004,ST3868,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_SC024,ST3869,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IL010,ST3897,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT371,ST3898,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_NO016,ST39,ST39,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT045,ST39,ST39,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IL045,ST39,ST39,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE063,ST39,ST39,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_FR057,ST392,ST392,CG147,-,2,Functional,Non-functional,Sensitive,-,OmpK36-0%,-
EuSCAPE_ES103,ST392,ST392,CG147,-,2,Functional,Non-functional,Sensitive,-,OmpK36-49%,-
EuSCAPE_AT025,ST392,ST392,CG147,-,4,Functional,Non-functional,Sensitive,-,OmpK36-4%,-
EuSCAPE_PL023,ST392,ST392,CG147,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IL085,ST392,ST392,CG147,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_ES234,ST392,ST392,CG147,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_EE016,ST3927,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR006,ST3928,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IE014,ST3930,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT159,ST3931,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT191,ST3932,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT309,ST3933,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_SI005,ST3936,other,other,-,2,Non-functional,Non-functional,Sensitive,-,OmpK35-71%;OmpK36-58%,-
EuSCAPE_SI024,ST3937,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR218,ST3938,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR259,ST3939,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IL057,ST394,other,other,-,4,Functional,Non-functional,Sensitive,-,OmpK36-0%,-
EuSCAPE_EE008,ST395,ST395,CG258,-,0.12,Non-functional,Functional,Unknown,-,OmpK35-72%,-
EuSCAPE_IL073,ST395,ST395,CG258,-,16,Non-functional,Functional,Sensitive,-,OmpK35-72%,-
EuSCAPE_FR042,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-72%,-
EuSCAPE_EE009,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-72%,-
EuSCAPE_IT021,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-72%,-
EuSCAPE_LU003,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-72%,-
EuSCAPE_LU017,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-72%,-
EuSCAPE_IL068,ST4,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE122,ST4,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE018,ST405,ST405,ST405,-,0.12,Functional,Functional,Unknown,-,-,-
EuSCAPE_ES102,ST405,ST405,ST405,-,0.5,Functional,Functional,Sensitive,-,-,-
EuSCAPE_DE034,ST405,ST405,ST405,-,1,Functional,Non-functional,Sensitive,-,OmpK36-34%,-
EuSCAPE_CZ005,ST405,ST405,ST405,-,2,Functional,Non-functional,Sensitive,-,OmpK36-18%,-
EuSCAPE_ES066,ST405,ST405,ST405,-,4,Functional,Non-functional,Sensitive,-,OmpK36-44%,-
EuSCAPE_CZ030,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_CZ028,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_CZ029,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_FR039,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_FR047,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_LT006,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT027,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT016,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT247,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT185,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT383,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT327,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES271,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES228,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_UK104,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR069,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE010,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE011,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE014,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE015,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE016,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE019,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE038,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE102,ST405,ST405,ST405,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR075,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR077,ST405,ST405,ST405,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT081,ST416,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT375,ST416,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_BE033,ST416,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_PL015,ST42,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES209,ST42,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES191,ST42,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_RO086,ST42,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR176,ST420,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_LU010,ST427,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_LU013,ST427,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_LU020,ST427,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT219,ST432,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT331,ST433,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES290,ST433,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_HR107,ST437,ST437,CG258,-,0.12,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR046,ST437,ST437,CG258,-,0.12,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR083,ST437,ST437,CG258,-,0.12,Functional,Functional,Unknown,-,OmpK36GD,-
EuSCAPE_HR071,ST437,ST437,CG258,-,0.25,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR076,ST437,ST437,CG258,-,0.25,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR091,ST437,ST437,CG258,-,0.5,Functional,Functional,Unknown,-,OmpK36GD,-
EuSCAPE_HR007,ST437,ST437,CG258,-,0.5,Functional,Functional,Unknown,-,OmpK36GD,-
EuSCAPE_HR106,ST437,ST437,CG258,-,1,Functional,Functional,Unknown,-,OmpK36GD,-
EuSCAPE_RS029,ST437,ST437,CG258,-,1,Functional,Functional,Sensitive,-,-,-
EuSCAPE_HR042,ST437,ST437,CG258,-,1,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR084,ST437,ST437,CG258,-,1,Functional,Non-functional,Unknown,-,OmpK36-85%,-
EuSCAPE_SI004,ST437,ST437,CG258,-,2,Functional,Functional,Sensitive,-,-,-
EuSCAPE_HR003,ST437,ST437,CG258,-,2,Functional,Non-functional,Unknown,-,-,-
EuSCAPE_HR008,ST437,ST437,CG258,-,2,Functional,Functional,Unknown,-,OmpK36GD,-
EuSCAPE_HR066,ST437,ST437,CG258,-,2,Functional,Functional,Unknown,-,OmpK36GD,-
EuSCAPE_HR005,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-75%,-
EuSCAPE_HR099,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-34%,-
EuSCAPE_HR020,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-44%,-
EuSCAPE_HR059,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-4%,-
EuSCAPE_HR061,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-4%,-
EuSCAPE_HR063,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-14%,-
EuSCAPE_HR074,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-19%,-
EuSCAPE_HR087,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-19%,-
EuSCAPE_HR075,ST437,ST437,CG258,-,8,Functional,Non-functional,Unknown,-,OmpK36-25%,-
EuSCAPE_HR010,ST437,ST437,CG258,-,8,Functional,Non-functional,Unknown,-,OmpK36-66%,-
EuSCAPE_HR016,ST437,ST437,CG258,-,8,Functional,Non-functional,Unknown,-,OmpK36-75%,-
EuSCAPE_HR017,ST437,ST437,CG258,-,8,Functional,Non-functional,Unknown,-,OmpK36-66%,-
EuSCAPE_LT007,ST437,ST437,CG258,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_HR108,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR103,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR022,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,OmpK36GD,-
EuSCAPE_HR024,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR025,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,OmpK36GD,-
EuSCAPE_HR065,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR082,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,OmpK36GD,-
EuSCAPE_HR090,ST437,ST437,CG258,-,16,Functional,Non-functional,Unknown,MgrB-0%,OmpK36-85%,-
EuSCAPE_RS031,ST437,ST437,CG258,-,32,Functional,Functional,Resistant,MgrB-0%,-,-
EuSCAPE_IT165,ST449,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES212,ST449,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_FR052,ST45,ST45,CG45,-,0.12,Functional,Functional,Sensitive,-,-,-
EuSCAPE_LU014,ST45,ST45,CG45,-,0.12,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR088,ST45,ST45,CG45,-,0.12,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK076,ST45,ST45,CG45,-,0.5,Functional,Functional,Sensitive,-,-,-
EuSCAPE_LU001,ST45,ST45,CG45,-,4,Non-functional,Non-functional,Sensitive,-,OmpK36-6%,-
EuSCAPE_LU002,ST45,ST45,CG45,-,4,Non-functional,Non-functional,Unknown,-,OmpK36-6%,-
EuSCAPE_LU012,ST45,ST45,CG45,-,4,Non-functional,Non-functional,Unknown,-,OmpK36-6%,-
EuSCAPE_CZ017,ST45,ST45,CG45,-,8,Functional,Non-functional,Sensitive,-,OmpK36-6%,-
EuSCAPE_IT039,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IL049,ST45,ST45,CG45,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-88%,-
EuSCAPE_IT002,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT206,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT221,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT233,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT139,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT323,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT329,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES076,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES223,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES146,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_GR117,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR119,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR096,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK119,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_LU011,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR283,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_PL011,ST45,ST45,CG45,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR237,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR265,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE062,ST45,ST45,CG45,-,0.12,Non-functional,Functional,Unknown,MgrB-6%,OmpK35-48%,-
EuSCAPE_BE040,ST45,ST45,CG45,-,0.06,Functional,Functional,Unknown,MgrB-81%,-,-
EuSCAPE_ES258,ST453,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IL038,ST458-1LV,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK029,ST461,other,other,-,2,Functional,Non-functional,Sensitive,-,OmpK36-0%,-
EuSCAPE_SK038,ST461,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
