strain,Region,Country,Year,Source,Sample type
GCF_900510755.1,Europe_eastern,Slovakia,2014,human,urine
GCF_900510725.1,Europe_eastern,Slovakia,2014,human,urine
GCF_900510765.1,Europe_eastern,Slovakia,2014,human,urine
GCF_900510775.1,Europe_eastern,Slovakia,2014,human,urine
GCF_900508425.1,Europe_eastern,Slovakia,2014,human,urine
GCF_900510735.1,Europe_eastern,Slovakia,2014,human,urine
GCF_900510805.1,Europe_eastern,Slovakia,2014,human,urine
GCF_900510855.1,Europe_eastern,Slovakia,2014,human,urine
GCF_900510935.1,Europe_eastern,Slovakia,2013,human,urine
GCF_900510925.1,Europe_eastern,Slovakia,2013,human,urine
GCF_900510895.1,Europe_eastern,Slovakia,2013,human,urine
GCF_902156055.1,Asia_western,Turkey,2014,human,urine
GCF_900507665.1,Asia_western,Turkey,2014,human,urine
GCF_900507655.1,Asia_western,Turkey,2014,human,urine
GCF_900507675.1,Asia_western,Turkey,2014,human,urine
GCF_900507685.1,Asia_western,Turkey,2014,human,urine
GCF_900507705.1,Asia_western,Turkey,2014,human,urine
GCF_900507715.1,Asia_western,Turkey,2014,human,urine
GCF_900507695.1,Asia_western,Turkey,2014,human,urine
GCF_900507795.1,Asia_western,Turkey,2013,human,urine
GCF_900507745.1,Asia_western,Turkey,2013,human,urine
GCF_900507775.1,Asia_western,Turkey,2013,human,urine
GCF_900507785.1,Asia_western,Turkey,2013,human,urine
GCF_900507905.1,Asia_western,Turkey,2014,human,urine
GCF_902156085.1,Asia_western,Turkey,2014,human,urine
GCF_900507965.1,Asia_western,Turkey,2013,human,urine
GCF_900507975.1,Asia_western,Turkey,2014,human,urine
GCF_900508005.1,Asia_western,Turkey,2013,human,urine
GCF_900508015.1,Asia_western,Turkey,2013,human,urine
GCF_900508025.1,Asia_western,Turkey,2014,human,urine
GCF_900508045.1,Asia_western,Turkey,2013,human,urine
GCF_900508055.1,Asia_western,Turkey,2014,human,urine
GCF_900508035.1,Asia_western,Turkey,2014,human,urine
GCF_900508085.1,Asia_western,Turkey,2014,human,urine
GCF_900508075.1,Asia_western,Turkey,2014,human,urine
GCF_900508105.1,Asia_western,Turkey,2014,human,urine
GCF_900508125.1,Asia_western,Turkey,2014,human,urine
GCF_900507255.1,Asia_western,Turkey,2013,human,urine
GCF_900507315.1,Asia_western,Turkey,2014,human,urine
GCF_900507375.1,Asia_western,Turkey,2014,human,urine
GCF_900507455.1,Asia_western,Turkey,2013,human,urine
GCF_900507445.1,Asia_western,Turkey,2013,human,urine
GCF_900507475.1,Asia_western,Turkey,2013,human,urine
GCF_900509345.1,Asia_western,Turkey,2013,human,urine
GCF_900507505.1,Asia_western,Turkey,2014,human,urine
GCF_900507555.1,Asia_western,Turkey,2014,human,urine
GCF_900508665.1,Asia_western,Turkey,2014,human,urine
GCF_900509105.1,Asia_western,Turkey,2013,human,urine
GCF_900508135.1,Asia_western,Turkey,2014,human,urine
GCF_900508195.1,Asia_western,Turkey,2014,human,urine
GCF_900508505.1,Asia_western,Turkey,2014,human,urine
GCF_900508595.1,Asia_western,Turkey,2013,human,urine
GCF_900508625.1,Asia_western,Turkey,2014,human,urine
GCF_900508635.1,Asia_western,Turkey,2014,human,urine
GCF_900508615.1,Asia_western,Turkey,2013,human,urine
GCF_900508695.1,Asia_western,Turkey,2014,human,urine
GCF_900508655.1,Asia_western,Turkey,2014,human,urine
GCF_900508675.1,Asia_western,Turkey,2014,human,urine
GCF_900508685.1,Asia_western,Turkey,2014,human,urine
GCF_900508735.1,Asia_western,Turkey,2014,human,urine
GCF_900508755.1,Asia_western,Turkey,2014,human,urine
GCF_900508785.1,Asia_western,Turkey,2014,human,urine
GCF_900508795.1,Asia_western,Turkey,2014,human,urine
GCF_900509835.1,Asia_western,Turkey,2013,human,urine
GCF_900508845.1,Asia_western,Turkey,2014,human,urine
GCF_900508905.1,Asia_western,Turkey,2013,human,urine
GCF_900508935.1,Asia_western,Turkey,2013,human,urine
GCF_900508965.1,Asia_western,Turkey,2013,human,urine
GCF_900508955.1,Asia_western,Turkey,2013,human,urine
GCF_900508945.1,Asia_western,Turkey,2013,human,urine
GCF_900509015.1,Asia_western,Turkey,2013,human,urine
GCF_900509035.1,Asia_western,Turkey,2013,human,urine
GCF_900509045.1,Asia_western,Turkey,2013,human,urine
GCF_900508985.1,Asia_western,Turkey,2013,human,urine
GCF_900509845.1,Asia_western,Turkey,2013,human,urine
GCF_900509085.1,Asia_western,Turkey,2013,human,urine
GCF_900509075.1,Asia_western,Turkey,2013,human,urine
GCF_900509095.1,Asia_western,Turkey,2013,human,urine
GCF_900509115.1,Asia_western,Turkey,2014,human,urine
GCF_900509125.1,Asia_western,Turkey,2014,human,urine
GCF_900509135.1,Asia_western,Turkey,2013,human,urine
GCF_900509145.1,Asia_western,Turkey,2014,human,urine
GCF_900508145.1,Asia_western,Turkey,2014,human,urine
GCF_900508165.1,Asia_western,Turkey,2014,human,urine
GCF_900508155.1,Asia_western,Turkey,2013,human,urine
GCF_900508175.1,Asia_western,Turkey,2013,human,urine
GCF_900508215.1,Asia_western,Turkey,2013,human,urine
GCF_900508205.1,Asia_western,Turkey,2014,human,urine
GCF_900508225.1,Asia_western,Turkey,2013,human,urine
GCF_900508245.1,Asia_western,Turkey,2013,human,urine
GCF_900508265.1,Asia_western,Turkey,2013,human,urine
GCF_900508255.1,Asia_western,Turkey,2013,human,urine
GCF_900508285.1,Asia_western,Turkey,2013,human,urine
GCF_900503805.1,Europe_northern,UK,2013,human,urine
GCF_900504675.1,Europe_northern,UK,2013,human,urine
GCF_900504695.1,Europe_northern,UK,2013,human,urine
GCF_900504795.1,Europe_northern,UK,2013,human,urine
GCF_900504785.1,Europe_northern,UK,2013,human,urine
GCF_900504775.1,Europe_northern,UK,2013,human,urine
GCF_900504815.1,Europe_northern,UK,2014,human,urine
GCF_900504875.1,Europe_northern,UK,2014,human,urine
GCF_900504865.1,Europe_northern,UK,2014,human,urine
GCF_900504835.1,Europe_northern,UK,2014,human,urine
GCF_900504905.1,Europe_northern,UK,2014,human,urine
GCF_900504895.1,Europe_northern,UK,2014,human,urine
GCF_900503825.1,Europe_northern,UK,2014,human,urine
GCF_902156365.1,Europe_northern,UK,2014,human,urine
GCF_900503845.1,Europe_northern,UK,2014,human,urine
GCF_900503885.1,Europe_northern,UK,2014,human,urine
GCF_900503855.1,Europe_northern,UK,2014,human,urine
GCF_900503915.1,Europe_northern,UK,2014,human,urine
GCF_902156115.1,Europe_northern,UK,2014,human,urine
GCF_900503935.1,Europe_northern,UK,2014,human,urine
GCF_900503065.1,Europe_northern,UK,2014,human,urine
GCF_900503115.1,Europe_northern,UK,2014,human,urine
GCF_900503955.1,Europe_northern,UK,2013,human,urine
GCF_900503975.1,Europe_northern,UK,2014,human,urine
GCF_900503255.1,Europe_northern,UK,2014,human,urine
GCF_900503075.1,Europe_northern,UK,2014,human,urine
GCF_900509725.1,Europe_northern,UK,2014,human,urine
GCF_900503145.1,Europe_northern,UK,2013,human,urine
GCF_900503675.1,Europe_northern,UK,2014,human,urine
GCF_900503165.1,Europe_northern,UK,2014,human,urine
GCF_900503155.1,Europe_northern,UK,2014,human,urine
GCF_900503215.1,Europe_northern,UK,2014,human,urine
GCF_900503235.1,Europe_northern,UK,2014,human,urine
GCF_900509715.1,Europe_northern,UK,2014,human,urine
GCF_900511145.1,Europe_western,Austria,2014,human,wound
GCF_900509885.1,Europe_western,Austria,2014,human,wound
GCF_900510165.1,Europe_western,Austria,2014,human,wound
GCF_900510465.1,Europe_western,Austria,2014,human,wound
GCF_900510515.1,Europe_western,Austria,2013,human,wound
GCF_900508275.1,Europe_western,Austria,2013,human,wound
GCF_902156765.1,Europe_western,Austria,2014,human,wound
GCF_900511245.1,Europe_western,Austria,2014,human,wound
GCF_900511255.1,Europe_western,Austria,2014,human,wound
GCF_900511335.1,Europe_western,Austria,2014,human,wound
GCF_900511405.1,Europe_western,Austria,2013,human,wound
GCF_900506595.1,Europe_western,Belgium,2014,human,wound
GCF_900506755.1,Europe_western,Belgium,2014,human,wound
GCF_900506795.1,Europe_western,Belgium,2013,human,wound
GCF_900506855.1,Europe_western,Belgium,2014,human,wound
GCF_900506915.1,Europe_western,Belgium,2014,human,wound
GCF_900506975.1,Europe_western,Belgium,2014,human,wound
GCF_900507015.1,Europe_western,Belgium,2014,human,wound
GCF_900507065.1,Europe_western,Belgium,2014,human,wound
GCF_900507225.1,Europe_western,Belgium,2014,human,wound
GCF_902156175.1,Europe_eastern,Czech Republic,2014,human,wound
GCF_900508435.1,Europe_eastern,Czech Republic,2014,human,wound
GCF_900511155.1,Europe_eastern,Czech Republic,2014,human,wound
GCF_900511875.1,Europe_western,Germany,2014,human,wound
GCF_900512395.1,Europe_western,Germany,2014,human,wound
GCF_900512365.1,Europe_western,Germany,2014,human,wound
GCF_900512455.1,Europe_western,Germany,2014,human,wound
GCF_900512465.1,Europe_western,Germany,2014,human,wound
GCF_900512485.1,Europe_western,Germany,2014,human,wound
GCF_900509475.1,Europe_western,Germany,2013,human,wound
GCF_900512565.1,Europe_western,Germany,2014,human,wound
GCF_900512615.1,Europe_western,Germany,2013,human,wound
GCF_900509485.1,Europe_western,Germany,2013,human,wound
GCF_900512585.1,Europe_western,Germany,2013,human,wound
GCF_902156285.1,Europe_western,Germany,2014,human,wound
GCF_900512645.1,Europe_western,Germany,2013,human,wound
GCF_900512665.1,Europe_western,Germany,2013,human,wound
GCF_900512695.1,Europe_western,Germany,2014,human,wound
GCF_900512735.1,Europe_western,Germany,2014,human,wound
GCF_900512725.1,Europe_western,Germany,2014,human,wound
GCF_900512765.1,Europe_western,Germany,2014,human,wound
GCF_900511705.1,Europe_northern,Estonia,2013,human,wound
GCF_900511785.1,Europe_northern,Estonia,2014,human,wound
GCF_900511835.1,Europe_northern,Estonia,2014,human,wound
GCF_900509965.1,Europe_northern,Estonia,2014,human,wound
GCF_900509415.1,Europe_northern,Estonia,2014,human,wound
GCF_900510045.1,Europe_northern,Estonia,2014,human,wound
GCF_900516335.1,Europe_southern,Spain,2013,human,wound
GCF_900516305.1,Europe_southern,Spain,2013,human,wound
GCF_900516375.1,Europe_southern,Spain,2013,human,wound
GCF_900516425.1,Europe_southern,Spain,2014,human,wound
GCF_900516455.1,Europe_southern,Spain,2013,human,wound
GCF_900516485.1,Europe_southern,Spain,2013,human,wound
GCF_900516535.1,Europe_southern,Spain,2013,human,wound
GCF_900516575.1,Europe_southern,Spain,2013,human,wound
GCF_902155895.1,Europe_southern,Spain,2014,human,wound
GCF_900501685.1,Europe_southern,Spain,2014,human,wound
GCF_900501185.1,Europe_southern,Spain,2014,human,wound
GCF_900501205.1,Europe_southern,Spain,2014,human,wound
GCF_900517225.1,Europe_southern,Spain,2014,human,wound
GCF_900517245.1,Europe_southern,Spain,2014,human,wound
GCF_900517285.1,Europe_southern,Spain,2014,human,wound
GCF_900517275.1,Europe_southern,Spain,2014,human,wound
GCF_900517515.1,Europe_southern,Spain,2014,human,wound
GCF_900517575.1,Europe_southern,Spain,2014,human,wound
GCF_902156075.1,Europe_southern,Spain,2014,human,wound
GCF_900517735.1,Europe_southern,Spain,2014,human,wound
GCF_900510425.1,Europe_western,France,2013,human,wound
GCF_900511655.1,Europe_western,France,2014,human,wound
GCF_900500775.1,Europe_southern,Greece,2014,human,wound
GCF_900501255.1,Europe_southern,Greece,2014,human,wound
GCF_900501295.1,Europe_southern,Greece,2013,human,wound
GCF_900500855.1,Europe_southern,Greece,2013,human,wound
GCF_900500865.1,Europe_southern,Greece,2013,human,wound
GCF_902156015.1,Europe_southern,Greece,2014,human,wound
GCF_902156165.1,Europe_southern,Greece,2014,human,wound
GCF_900502265.1,Europe_southern,Greece,2013,human,wound
GCF_900502295.1,Europe_southern,Greece,2014,human,wound
GCF_900502305.1,Europe_southern,Greece,2014,human,wound
GCF_900501615.1,Europe_southern,Greece,2014,human,wound
GCF_900503375.1,Europe_southern,Croatia,2014,human,wound
GCF_900505915.1,Europe_southern,Croatia,2013,human,wound
GCF_900509315.1,Europe_southern,Croatia,2014,human,wound
GCF_900505935.1,Europe_southern,Croatia,2014,human,wound
GCF_900506125.1,Europe_southern,Croatia,2014,human,wound
GCF_900506175.1,Europe_southern,Croatia,2014,human,wound
GCF_900506255.1,Europe_southern,Croatia,2014,human,wound
GCF_900517115.1,Europe_eastern,Hungary,2013,human,wound
GCF_900516325.1,Europe_eastern,Hungary,2013,human,wound
GCF_900516835.1,Europe_eastern,Hungary,2013,human,wound
GCF_902155885.1,Europe_eastern,Hungary,2013,human,wound
GCF_900516905.1,Europe_eastern,Hungary,2014,human,wound
GCF_900516895.1,Europe_eastern,Hungary,2014,human,wound
GCF_900517105.1,Europe_eastern,Hungary,2014,human,wound
GCF_902157075.1,Europe_northern,Ireland,2014,human,wound
GCF_900506385.1,Europe_northern,Ireland,2014,human,wound
GCF_900513395.1,Asia_western,Israel,2013,human,wound
GCF_900513435.1,Asia_western,Israel,2013,human,wound
GCF_900513495.1,Asia_western,Israel,2013,human,wound
GCF_900513535.1,Asia_western,Israel,2013,human,wound
GCF_900513525.1,Asia_western,Israel,2013,human,wound
GCF_900513595.1,Asia_western,Israel,2014,human,wound
GCF_900514155.1,Europe_southern,Italy,2013,human,wound
GCF_900512835.1,Europe_southern,Italy,2013,human,wound
GCF_900508515.1,Europe_southern,Italy,2013,human,wound
GCF_900509255.1,Europe_southern,Italy,2013,human,wound
GCF_900513055.1,Europe_southern,Italy,2013,human,wound
GCF_900513185.1,Europe_southern,Italy,2013,human,wound
GCF_902155875.1,Europe_southern,Italy,2013,human,wound
GCF_900513295.1,Europe_southern,Italy,2013,human,wound
GCF_900513385.1,Europe_southern,Italy,2013,human,wound
GCF_900514635.1,Europe_southern,Italy,2013,human,wound
GCF_900514805.1,Europe_southern,Italy,2013,human,wound
GCF_900514795.1,Europe_southern,Italy,2013,human,wound
GCF_900515005.1,Europe_southern,Italy,2014,human,wound
GCF_900515245.1,Europe_southern,Italy,2014,human,wound
GCF_900514555.1,Europe_southern,Italy,2013,human,wound
GCF_902156395.1,Europe_southern,Italy,2014,human,wound
GCF_900515795.1,Europe_southern,Italy,2013,human,wound
GCF_902155975.1,Europe_southern,Italy,2013,human,wound
GCF_900516245.1,Europe_southern,Italy,2014,human,wound
GCF_900515555.1,Europe_southern,Italy,2013,human,wound
GCF_900515675.1,Europe_southern,Italy,2014,human,wound
GCF_900512035.1,Europe_northern,Lithuania,2014,human,wound
GCF_900503615.1,Europe_western,Luxembourg,2013,human,wound
GCF_900513955.1,Europe_southern,Montenegro,2014,human,wound
GCF_900514015.1,Europe_southern,Montenegro,2013,human,wound
GCF_900511825.1,Europe_southern,Malta,2013,human,wound
GCF_900511865.1,Europe_southern,Malta,2013,human,wound
GCF_900510115.1,Europe_eastern,Poland,2014,human,wound
GCF_900510235.1,Europe_eastern,Poland,2014,human,wound
GCF_900511455.1,Europe_eastern,Poland,2014,human,wound
GCF_900510135.1,Europe_eastern,Poland,2013,human,wound
GCF_900511485.1,Europe_eastern,Poland,2014,human,wound
GCF_900511535.1,Europe_eastern,Poland,2014,human,wound
GCF_900510325.1,Europe_eastern,Poland,2014,human,wound
GCF_900511505.1,Europe_eastern,Poland,2013,human,wound
GCF_900501725.1,Europe_southern,Portugal,2013,human,wound
GCF_900504765.1,Europe_eastern,Romania,2014,human,wound
GCF_900504625.1,Europe_eastern,Romania,2013,human,wound
GCF_900504645.1,Europe_eastern,Romania,2013,human,wound
GCF_900504195.1,Europe_eastern,Romania,2013,human,wound
GCF_900504425.1,Europe_eastern,Romania,2014,human,wound
GCF_902155955.1,Europe_eastern,Romania,2014,human,wound
GCF_900504915.1,Europe_eastern,Romania,2013,human,wound
GCF_900506145.1,Europe_eastern,Romania,2013,human,wound
GCF_900502495.1,Europe_southern,Serbia,2013,human,wound
GCF_900505125.1,Europe_southern,Serbia,2014,human,wound
GCF_900503455.1,Europe_southern,Serbia,2014,human,wound
GCF_900505225.1,Europe_southern,Serbia,2014,human,wound
GCF_900505255.1,Europe_southern,Serbia,2014,human,wound
GCF_900505415.1,Europe_southern,Serbia,2013,human,wound
GCF_900505435.1,Europe_southern,Serbia,2014,human,wound
GCF_900505595.1,Europe_southern,Serbia,2014,human,wound
GCF_900507155.1,Europe_southern,Serbia,2013,human,wound
GCF_900508365.1,Europe_eastern,Slovakia,2014,human,wound
GCF_900508385.1,Europe_eastern,Slovakia,2014,human,wound
GCF_900510745.1,Europe_eastern,Slovakia,2014,human,wound
GCF_900510815.1,Europe_eastern,Slovakia,2014,human,wound
GCF_900510795.1,Europe_eastern,Slovakia,2014,human,wound
GCF_900510885.1,Europe_eastern,Slovakia,2014,human,wound
GCF_900510905.1,Europe_eastern,Slovakia,2014,human,wound
GCF_900507895.1,Asia_western,Turkey,2013,human,wound
GCF_902155915.1,Asia_western,Turkey,2014,human,wound
GCF_900508095.1,Asia_western,Turkey,2014,human,wound
GCF_900507265.1,Asia_western,Turkey,2013,human,wound
GCF_900507275.1,Asia_western,Turkey,2014,human,wound
GCF_900507325.1,Asia_western,Turkey,2013,human,wound
GCF_900507365.1,Asia_western,Turkey,2014,human,wound
GCF_900507395.1,Asia_western,Turkey,2013,human,wound
GCF_900507545.1,Asia_western,Turkey,2014,human,wound
GCF_900508405.1,Asia_western,Turkey,2013,human,wound
GCF_900508575.1,Asia_western,Turkey,2013,human,wound
GCF_900508805.1,Asia_western,Turkey,2013,human,wound
GCF_900508835.1,Asia_western,Turkey,2014,human,wound
GCF_900508825.1,Asia_western,Turkey,2014,human,wound
GCF_900508925.1,Asia_western,Turkey,2014,human,wound
GCF_900508235.1,Asia_western,Turkey,2013,human,wound
GCF_900503905.1,Europe_northern,UK,2014,human,wound
GCF_900503125.1,Europe_northern,UK,2014,human,wound
